picture,category
P09Figure_304.tif,Face
P09Figure_2.tif,noFace
P09Figure_14.tif,Face
P09Figure_233.tif,noFace
P09Figure_81.tif,noFace
P09Figure_243.tif,noFace
P09Figure_54.tif,noFace
P09Figure_46.tif,noFace
P09Figure_73.tif,noFace
P09Figure_244.tif,Face
P09Figure_145.tif,noFace
P09Figure_303.tif,noFace
P09Figure_254.tif,Face
P09Figure_49.tif,noFace
P09Figure_177.tif,noFace
P09Figure_298.tif,noFace
P09Figure_321.tif,noFace
P09Figure_318.tif,Face
P09Figure_269.tif,noFace
P09Figure_320.tif,Face
P09Figure_114.tif,noFace
P09Figure_126.tif,noFace
P09Figure_174.tif,noFace
P09Figure_184.tif,noFace
P09Figure_301.tif,noFace
P09Figure_37.tif,Face
P09Figure_271.tif,Face
P09Figure_17.tif,noFace
P09Figure_205.tif,Face
P09Figure_155.tif,Face
P09Figure_172.tif,noFace
P09Figure_182.tif,noFace
P09Figure_287.tif,noFace
P09Figure_294.tif,Face
P09Figure_59.tif,Face
P09Figure_256.tif,noFace
P09Figure_159.tif,Face
P09Figure_329.tif,noFace
P09Figure_248.tif,noFace
P09Figure_43.tif,noFace
P09Figure_13.tif,Face
P09Figure_188.tif,noFace
P09Figure_168.tif,noFace
P09Figure_33.tif,Face
P09Figure_57.tif,noFace
P09Figure_92.tif,Face
P09Figure_209.tif,noFace
P09Figure_183.tif,noFace
P09Figure_190.tif,noFace
P09Figure_85.tif,noFace
P09Figure_213.tif,Face
P09Figure_39.tif,noFace
P09Figure_138.tif,Face
P09Figure_66.tif,Face
P09Figure_150.tif,noFace
P09Figure_72.tif,noFace
P09Figure_109.tif,noFace
P09Figure_215.tif,noFace
P09Figure_241.tif,noFace
P09Figure_276.tif,noFace
P09Figure_194.tif,noFace
P09Figure_222.tif,Face
P09Figure_130.tif,Face
P09Figure_302.tif,noFace
P09Figure_200.tif,noFace
P09Figure_314.tif,Face
P09Figure_88.tif,noFace
P09Figure_253.tif,Face
P09Figure_311.tif,Face
P09Figure_35.tif,Face
P09Figure_236.tif,noFace
P09Figure_107.tif,noFace
P09Figure_317.tif,Face
P09Figure_270.tif,noFace
P09Figure_125.tif,Face
P09Figure_228.tif,noFace
P09Figure_225.tif,Face
P09Figure_326.tif,Face
P09Figure_122.tif,noFace
P09Figure_327.tif,noFace
P09Figure_102.tif,noFace
