picture,category
P06Figure_66.tif,noFace
P06Figure_280.tif,noFace
P06Figure_157.tif,Face
P06Figure_271.tif,noFace
P06Figure_128.tif,noFace
P06Figure_111.tif,Face
P06Figure_141.tif,noFace
P06Figure_58.tif,noFace
P06Figure_53.tif,Face
P06Figure_99.tif,noFace
P06Figure_171.tif,noFace
P06Figure_183.tif,Face
P06Figure_234.tif,Face
P06Figure_84.tif,noFace
P06Figure_113.tif,noFace
P06Figure_7.tif,noFace
P06Figure_90.tif,noFace
P06Figure_329.tif,Face
P06Figure_293.tif,noFace
P06Figure_54.tif,noFace
P06Figure_288.tif,noFace
P06Figure_189.tif,noFace
P06Figure_315.tif,noFace
P06Figure_202.tif,noFace
P06Figure_164.tif,Face
P06Figure_28.tif,Face
P06Figure_71.tif,Face
P06Figure_6.tif,noFace
P06Figure_153.tif,Face
P06Figure_87.tif,Face
P06Figure_147.tif,noFace
P06Figure_175.tif,Face
P06Figure_264.tif,0
P06Figure_123.tif,noFace
P06Figure_313.tif,Face
P06Figure_215.tif,noFace
P06Figure_284.tif,noFace
P06Figure_159.tif,noFace
P06Figure_96.tif,noFace
P06Figure_170.tif,Face
P06Figure_222.tif,noFace
P06Figure_220.tif,noFace
P06Figure_25.tif,noFace
P06Figure_43.tif,noFace
P06Figure_195.tif,Face
P06Figure_135.tif,Face
P06Figure_81.tif,Face
P06Figure_139.tif,noFace
P06Figure_193.tif,noFace
P06Figure_196.tif,Face
P06Figure_325.tif,noFace
P06Figure_272.tif,noFace
P06Figure_151.tif,noFace
P06Figure_132.tif,noFace
P06Figure_253.tif,Face
P06Figure_35.tif,Face
P06Figure_323.tif,Face
P06Figure_102.tif,noFace
P06Figure_281.tif,noFace
P06Figure_239.tif,noFace
P06Figure_287.tif,noFace
P06Figure_70.tif,noFace
P06Figure_254.tif,Face
P06Figure_295.tif,Face
P06Figure_262.tif,noFace
P06Figure_286.tif,noFace
P06Figure_105.tif,noFace
P06Figure_92.tif,noFace
P06Figure_137.tif,noFace
P06Figure_216.tif,noFace
P06Figure_258.tif,Face
P06Figure_158.tif,noFace
P06Figure_165.tif,Face
P06Figure_185.tif,noFace
P06Figure_248.tif,noFace
P06Figure_188.tif,noFace
P06Figure_121.tif,Face
P06Figure_94.tif,noFace
P06Figure_174.tif,Face
P06Figure_150.tif,noFace
P06Figure_267.tif,noFace
P06Figure_314.tif,noFace
P06Figure_303.tif,noFace
P06Figure_180.tif,noFace
P06Figure_210.tif,noFace
P06Figure_38.tif,noFace
P06Figure_154.tif,noFace
P06Figure_36.tif,Face
P06Figure_169.tif,noFace
P06Figure_297.tif,Face
P06Figure_51.tif,noFace
P06Figure_236.tif,0
P06Figure_238.tif,Face
P06Figure_162.tif,noFace
P06Figure_212.tif,Face
P06Figure_168.tif,noFace
P06Figure_44.tif,noFace
P06Figure_50.tif,noFace
P06Figure_130.tif,Face
P06Figure_219.tif,noFace
P06Figure_75.tif,noFace
P06Figure_45.tif,noFace
P06Figure_55.tif,noFace
P06Figure_317.tif,noFace
P06Figure_14.tif,noFace
P06Figure_27.tif,noFace
P06Figure_275.tif,noFace
P06Figure_88.tif,noFace
P06Figure_126.tif,noFace
P06Figure_259.tif,noFace
P06Figure_177.tif,noFace
P06Figure_106.tif,noFace
P06Figure_118.tif,Face
P06Figure_33.tif,Face
P06Figure_273.tif,noFace
P06Figure_217.tif,noFace
P06Figure_39.tif,noFace
P06Figure_103.tif,noFace
P06Figure_24.tif,noFace
P06Figure_225.tif,Face
P06Figure_233.tif,noFace
P06Figure_15.tif,noFace
P06Figure_256.tif,Face
P06Figure_133.tif,0
P06Figure_306.tif,noFace
P06Figure_73.tif,noFace
P06Figure_95.tif,noFace
P06Figure_80.tif,noFace
P06Figure_187.tif,Face
P06Figure_308.tif,noFace
P06Figure_98.tif,Face
P06Figure_268.tif,Face
P06Figure_278.tif,Face
P06Figure_32.tif,noFace
P06Figure_64.tif,Face
P06Figure_17.tif,noFace
P06Figure_127.tif,noFace
P06Figure_302.tif,Face
P06Figure_19.tif,Face
P06Figure_257.tif,noFace
P06Figure_328.tif,noFace
P06Figure_85.tif,noFace
P06Figure_299.tif,noFace
P06Figure_5.tif,noFace
P06Figure_173.tif,Face
P06Figure_143.tif,noFace
P06Figure_112.tif,noFace
P06Figure_115.tif,noFace
P06Figure_156.tif,noFace
P06Figure_61.tif,Face
P06Figure_285.tif,noFace
P06Figure_129.tif,Face
P06Figure_131.tif,noFace
P06Figure_9.tif,Face
P06Figure_155.tif,Face
P06Figure_207.tif,noFace
P06Figure_224.tif,Face
P06Figure_190.tif,noFace
P06Figure_67.tif,noFace
P06Figure_194.tif,noFace
P06Figure_255.tif,Face
P06Figure_172.tif,Face
P06Figure_227.tif,Face
P06Figure_4.tif,noFace
P06Figure_312.tif,noFace
P06Figure_110.tif,Face
P06Figure_277.tif,noFace
P06Figure_109.tif,noFace
P06Figure_167.tif,noFace
P06Figure_184.tif,0
P06Figure_125.tif,noFace
P06Figure_205.tif,noFace
P06Figure_89.tif,noFace
P06Figure_134.tif,noFace
P06Figure_48.tif,Face
P06Figure_107.tif,noFace
P06Figure_57.tif,Face
P06Figure_301.tif,noFace
P06Figure_161.tif,noFace
P06Figure_242.tif,Face
P06Figure_46.tif,Face
P06Figure_11.tif,noFace
P06Figure_101.tif,noFace
P06Figure_321.tif,noFace
P06Figure_309.tif,noFace
P06Figure_120.tif,noFace
P06Figure_226.tif,noFace
P06Figure_122.tif,Face
P06Figure_124.tif,noFace
P06Figure_68.tif,noFace
P06Figure_148.tif,Face
P06Figure_282.tif,noFace
P06Figure_97.tif,noFace
P06Figure_140.tif,noFace
P06Figure_206.tif,noFace
P06Figure_231.tif,noFace
P06Figure_211.tif,Face
P06Figure_294.tif,Face
P06Figure_20.tif,noFace
P06Figure_59.tif,noFace
P06Figure_69.tif,Face
P06Figure_74.tif,Face
P06Figure_324.tif,noFace
P06Figure_200.tif,Face
P06Figure_119.tif,noFace
P06Figure_276.tif,noFace
P06Figure_269.tif,Face
P06Figure_319.tif,noFace
P06Figure_245.tif,noFace
P06Figure_21.tif,noFace
P06Figure_83.tif,noFace
P06Figure_23.tif,noFace
P06Figure_208.tif,Face
P06Figure_199.tif,Face
P06Figure_72.tif,noFace
P06Figure_228.tif,noFace
P06Figure_311.tif,noFace
P06Figure_142.tif,Face
P06Figure_176.tif,Face
