picture,category
P07Figure_65.tif,Face
P07Figure_158.tif,Face
P07Figure_95.tif,Face
P07Figure_320.tif,noFace
P07Figure_308.tif,noFace
P07Figure_118.tif,Face
P07Figure_129.tif,noFace
P07Figure_206.tif,noFace
P07Figure_120.tif,noFace
P07Figure_314.tif,Face
P07Figure_216.tif,Face
P07Figure_180.tif,noFace
P07Figure_236.tif,noFace
P07Figure_245.tif,noFace
P07Figure_35.tif,Face
P07Figure_286.tif,noFace
P07Figure_11.tif,Face
P07Figure_241.tif,Face
P07Figure_148.tif,noFace
P07Figure_79.tif,noFace
P07Figure_172.tif,Face
P07Figure_274.tif,noFace
P07Figure_32.tif,Face
P07Figure_278.tif,noFace
P07Figure_162.tif,Face
P07Figure_144.tif,noFace
P07Figure_53.tif,noFace
P07Figure_257.tif,Face
P07Figure_30.tif,Face
P07Figure_253.tif,noFace
P07Figure_90.tif,Face
P07Figure_167.tif,noFace
P07Figure_191.tif,Face
P07Figure_244.tif,Face
P07Figure_85.tif,Face
P07Figure_248.tif,noFace
P07Figure_204.tif,noFace
P07Figure_151.tif,noFace
P07Figure_113.tif,Face
P07Figure_304.tif,noFace
P07Figure_201.tif,noFace
P07Figure_136.tif,noFace
P07Figure_254.tif,noFace
P07Figure_104.tif,Face
P07Figure_149.tif,noFace
P07Figure_154.tif,0
P07Figure_310.tif,Face
P07Figure_289.tif,noFace
P07Figure_223.tif,noFace
P07Figure_312.tif,noFace
P07Figure_296.tif,noFace
P07Figure_279.tif,noFace
P07Figure_125.tif,Face
P07Figure_326.tif,noFace
P07Figure_42.tif,Face
P07Figure_100.tif,Face
P07Figure_226.tif,Face
P07Figure_215.tif,noFace
P07Figure_107.tif,noFace
P07Figure_140.tif,0
P07Figure_178.tif,noFace
P07Figure_109.tif,noFace
P07Figure_9.tif,noFace
P07Figure_93.tif,noFace
P07Figure_243.tif,Face
P07Figure_146.tif,noFace
P07Figure_20.tif,Face
P07Figure_13.tif,noFace
P07Figure_249.tif,noFace
P07Figure_19.tif,noFace
P07Figure_211.tif,noFace
P07Figure_55.tif,noFace
P07Figure_192.tif,noFace
P07Figure_122.tif,noFace
P07Figure_330.tif,noFace
P07Figure_89.tif,noFace
P07Figure_8.tif,noFace
P07Figure_86.tif,noFace
P07Figure_40.tif,noFace
P07Figure_142.tif,noFace
P07Figure_76.tif,Face
P07Figure_45.tif,noFace
P07Figure_10.tif,noFace
P07Figure_108.tif,Face
P07Figure_173.tif,Face
P07Figure_25.tif,noFace
P07Figure_28.tif,Face
P07Figure_237.tif,noFace
P07Figure_62.tif,noFace
P07Figure_333.tif,0
P07Figure_185.tif,Face
P07Figure_133.tif,Face
P07Figure_299.tif,noFace
P07Figure_119.tif,noFace
P07Figure_127.tif,noFace
P07Figure_319.tif,noFace
P07Figure_147.tif,Face
P07Figure_232.tif,noFace
P07Figure_196.tif,noFace
P07Figure_139.tif,Face
P07Figure_217.tif,noFace
P07Figure_269.tif,noFace
P07Figure_238.tif,Face
P07Figure_252.tif,noFace
P07Figure_242.tif,Face
P07Figure_294.tif,noFace
P07Figure_290.tif,noFace
P07Figure_177.tif,noFace
P07Figure_97.tif,noFace
P07Figure_157.tif,noFace
P07Figure_112.tif,noFace
P07Figure_36.tif,noFace
P07Figure_240.tif,noFace
P07Figure_247.tif,noFace
P07Figure_117.tif,noFace
P07Figure_222.tif,noFace
P07Figure_175.tif,noFace
P07Figure_46.tif,noFace
P07Figure_225.tif,noFace
P07Figure_328.tif,noFace
P07Figure_311.tif,noFace
P07Figure_188.tif,noFace
P07Figure_263.tif,noFace
P07Figure_17.tif,noFace
P07Figure_261.tif,Face
P07Figure_231.tif,noFace
P07Figure_18.tif,noFace
P07Figure_234.tif,noFace
P07Figure_203.tif,noFace
P07Figure_137.tif,noFace
P07Figure_23.tif,noFace
P07Figure_267.tif,noFace
P07Figure_197.tif,Face
P07Figure_268.tif,Face
P07Figure_101.tif,noFace
P07Figure_307.tif,noFace
P07Figure_209.tif,noFace
P07Figure_292.tif,Face
P07Figure_153.tif,noFace
P07Figure_103.tif,Face
P07Figure_64.tif,Face
P07Figure_200.tif,0
P07Figure_59.tif,noFace
P07Figure_230.tif,Face
P07Figure_288.tif,Face
P07Figure_159.tif,Face
P07Figure_29.tif,0
P07Figure_66.tif,noFace
P07Figure_3.tif,Face
P07Figure_195.tif,Face
P07Figure_83.tif,Face
P07Figure_287.tif,noFace
P07Figure_329.tif,noFace
P07Figure_297.tif,noFace
P07Figure_298.tif,noFace
P07Figure_54.tif,noFace
P07Figure_134.tif,noFace
P07Figure_194.tif,noFace
P07Figure_128.tif,noFace
P07Figure_221.tif,noFace
P07Figure_187.tif,Face
P07Figure_102.tif,Face
P07Figure_324.tif,noFace
P07Figure_305.tif,noFace
P07Figure_24.tif,noFace
P07Figure_295.tif,noFace
P07Figure_270.tif,noFace
P07Figure_210.tif,noFace
P07Figure_169.tif,noFace
P07Figure_183.tif,noFace
P07Figure_38.tif,Face
P07Figure_255.tif,noFace
P07Figure_121.tif,noFace
P07Figure_166.tif,noFace
P07Figure_138.tif,noFace
P07Figure_291.tif,0
P07Figure_77.tif,noFace
P07Figure_317.tif,noFace
P07Figure_61.tif,noFace
P07Figure_37.tif,noFace
