picture,category
P03Figure_95.tif,Face
P03Figure_107.tif,Face
P03Figure_237.tif,Face
P03Figure_39.tif,Face
P03Figure_174.tif,Face
P03Figure_251.tif,Face
P03Figure_27.tif,Face
P03Figure_249.tif,Face
P03Figure_333.tif,Face
P03Figure_36.tif,Face
P03Figure_132.tif,Face
P03Figure_295.tif,Face
P03Figure_106.tif,Face
P03Figure_286.tif,Face
P03Figure_224.tif,Face
P03Figure_212.tif,Face
P03Figure_236.tif,Face
P03Figure_37.tif,Face
P03Figure_149.tif,Face
P03Figure_280.tif,Face
P03Figure_219.tif,Face
P03Figure_91.tif,Face
P03Figure_193.tif,Face
P03Figure_83.tif,Face
P03Figure_181.tif,Face
P03Figure_191.tif,Face
P03Figure_103.tif,Face
P03Figure_226.tif,Face
P03Figure_66.tif,Face
P03Figure_141.tif,Face
P03Figure_209.tif,Face
P03Figure_51.tif,Face
P03Figure_175.tif,Face
P03Figure_196.tif,Face
P03Figure_114.tif,Face
P03Figure_137.tif,Face
P03Figure_188.tif,Face
P03Figure_277.tif,Face
P03Figure_97.tif,Face
P03Figure_120.tif,Face
P03Figure_169.tif,Face
P03Figure_162.tif,Face
P03Figure_24.tif,Face
P03Figure_161.tif,Face
P03Figure_216.tif,Face
P03Figure_248.tif,Face
P03Figure_49.tif,Face
P03Figure_2.tif,Face
P03Figure_285.tif,Face
P03Figure_328.tif,Face
P03Figure_64.tif,Face
P03Figure_202.tif,Face
P03Figure_159.tif,Face
P03Figure_201.tif,Face
P03Figure_138.tif,Face
P03Figure_266.tif,Face
P03Figure_220.tif,Face
P03Figure_58.tif,Face
P03Figure_242.tif,Face
P03Figure_254.tif,Face
P03Figure_8.tif,Face
P03Figure_153.tif,Face
P03Figure_121.tif,Face
P03Figure_15.tif,Face
P03Figure_119.tif,Face
P03Figure_86.tif,Face
P03Figure_183.tif,Face
P03Figure_233.tif,Face
P03Figure_303.tif,Face
P03Figure_166.tif,Face
P03Figure_53.tif,Face
P03Figure_76.tif,Face
P03Figure_208.tif,Face
P03Figure_126.tif,Face
P03Figure_35.tif,Face
P03Figure_7.tif,Face
P03Figure_289.tif,Face
P03Figure_261.tif,Face
P03Figure_88.tif,Face
P03Figure_38.tif,Face
P03Figure_81.tif,Face
P03Figure_292.tif,Face
P03Figure_271.tif,Face
P03Figure_255.tif,Face
P03Figure_306.tif,Face
P03Figure_115.tif,Face
P03Figure_314.tif,Face
P03Figure_257.tif,Face
