picture,category
P08Figure_31.tif,noFace
P08Figure_321.tif,Face
P08Figure_176.tif,Face
P08Figure_278.tif,noFace
P08Figure_307.tif,noFace
P08Figure_191.tif,noFace
P08Figure_107.tif,noFace
P08Figure_175.tif,noFace
P08Figure_289.tif,noFace
P08Figure_65.tif,Face
P08Figure_328.tif,noFace
P08Figure_147.tif,noFace
P08Figure_79.tif,Face
P08Figure_26.tif,noFace
P08Figure_91.tif,noFace
P08Figure_277.tif,noFace
P08Figure_251.tif,noFace
P08Figure_43.tif,Face
P08Figure_36.tif,noFace
P08Figure_129.tif,noFace
P08Figure_6.tif,noFace
P08Figure_47.tif,noFace
P08Figure_53.tif,noFace
P08Figure_188.tif,noFace
P08Figure_163.tif,noFace
P08Figure_292.tif,noFace
P08Figure_183.tif,noFace
P08Figure_300.tif,noFace
P08Figure_329.tif,Face
P08Figure_213.tif,noFace
P08Figure_103.tif,noFace
P08Figure_181.tif,noFace
P08Figure_108.tif,Face
P08Figure_76.tif,Face
P08Figure_220.tif,noFace
P08Figure_286.tif,Face
P08Figure_238.tif,noFace
P08Figure_333.tif,Face
P08Figure_258.tif,Face
P08Figure_239.tif,noFace
P08Figure_297.tif,noFace
P08Figure_55.tif,noFace
P08Figure_184.tif,Face
P08Figure_285.tif,noFace
P08Figure_96.tif,Face
P08Figure_17.tif,noFace
P08Figure_71.tif,Face
P08Figure_87.tif,noFace
P08Figure_64.tif,Face
P08Figure_9.tif,noFace
P08Figure_310.tif,noFace
P08Figure_248.tif,noFace
P08Figure_149.tif,Face
P08Figure_223.tif,Face
P08Figure_325.tif,Face
P08Figure_330.tif,Face
P08Figure_295.tif,noFace
P08Figure_199.tif,noFace
P08Figure_117.tif,noFace
P08Figure_121.tif,Face
P08Figure_198.tif,Face
P08Figure_145.tif,noFace
P08Figure_302.tif,noFace
P08Figure_317.tif,noFace
P08Figure_288.tif,noFace
P08Figure_16.tif,noFace
P08Figure_78.tif,noFace
P08Figure_194.tif,noFace
P08Figure_185.tif,Face
P08Figure_200.tif,noFace
P08Figure_313.tif,noFace
P08Figure_166.tif,Face
P08Figure_271.tif,Face
P08Figure_255.tif,noFace
P08Figure_299.tif,Face
P08Figure_112.tif,noFace
P08Figure_105.tif,noFace
P08Figure_41.tif,noFace
P08Figure_190.tif,Face
P08Figure_204.tif,Face
P08Figure_250.tif,Face
P08Figure_326.tif,Face
P08Figure_253.tif,noFace
P08Figure_211.tif,noFace
P08Figure_160.tif,noFace
P08Figure_15.tif,noFace
P08Figure_99.tif,Face
P08Figure_39.tif,Face
P08Figure_226.tif,noFace
P08Figure_221.tif,noFace
P08Figure_304.tif,Face
P08Figure_85.tif,noFace
P08Figure_56.tif,noFace
P08Figure_130.tif,Face
P08Figure_322.tif,noFace
P08Figure_63.tif,noFace
P08Figure_254.tif,0
P08Figure_157.tif,noFace
P08Figure_152.tif,noFace
P08Figure_225.tif,noFace
P08Figure_284.tif,noFace
P08Figure_1.tif,noFace
P08Figure_81.tif,noFace
P08Figure_8.tif,noFace
P08Figure_203.tif,noFace
P08Figure_19.tif,noFace
P08Figure_84.tif,Face
P08Figure_120.tif,Face
P08Figure_150.tif,noFace
P08Figure_127.tif,Face
P08Figure_14.tif,Face
P08Figure_318.tif,noFace
P08Figure_267.tif,Face
P08Figure_138.tif,Face
P08Figure_61.tif,Face
P08Figure_32.tif,noFace
P08Figure_20.tif,0
P08Figure_269.tif,noFace
P08Figure_232.tif,0
P08Figure_4.tif,Face
P08Figure_50.tif,0
P08Figure_214.tif,0
P08Figure_324.tif,noFace
P08Figure_279.tif,0
P08Figure_60.tif,noFace
P08Figure_228.tif,noFace
P08Figure_216.tif,noFace
