picture,category
P20Figure_293.tif,Face
P20Figure_314.tif,Face
P20Figure_149.tif,Face
P20Figure_41.tif,Face
P20Figure_239.tif,Face
P20Figure_287.tif,Face
P20Figure_313.tif,Face
P20Figure_327.tif,Face
P20Figure_58.tif,Face
P20Figure_296.tif,Face
P20Figure_209.tif,Face
P20Figure_99.tif,Face
P20Figure_156.tif,Face
P20Figure_173.tif,Face
P20Figure_181.tif,Face
P20Figure_189.tif,Face
P20Figure_280.tif,Face
P20Figure_259.tif,Face
P20Figure_318.tif,Face
P20Figure_261.tif,Face
P20Figure_300.tif,Face
P20Figure_233.tif,Face
P20Figure_332.tif,Face
P20Figure_94.tif,Face
P20Figure_238.tif,Face
P20Figure_283.tif,Face
P20Figure_110.tif,Face
P20Figure_51.tif,Face
P20Figure_1.tif,Face
P20Figure_208.tif,Face
P20Figure_248.tif,Face
P20Figure_27.tif,Face
P20Figure_130.tif,Face
P20Figure_260.tif,Face
P20Figure_262.tif,Face
P20Figure_315.tif,Face
P20Figure_273.tif,Face
P20Figure_297.tif,Face
P20Figure_268.tif,Face
P20Figure_212.tif,Face
P20Figure_180.tif,Face
P20Figure_219.tif,Face
P20Figure_24.tif,Face
P20Figure_40.tif,Face
P20Figure_232.tif,Face
P20Figure_60.tif,Face
P20Figure_134.tif,Face
P20Figure_16.tif,Face
P20Figure_202.tif,Face
P20Figure_205.tif,Face
P20Figure_188.tif,Face
P20Figure_199.tif,Face
P20Figure_97.tif,Face
P20Figure_9.tif,Face
P20Figure_32.tif,Face
P20Figure_172.tif,Face
P20Figure_252.tif,Face
P20Figure_218.tif,Face
P20Figure_227.tif,Face
P20Figure_14.tif,Face
P20Figure_210.tif,Face
P20Figure_147.tif,Face
P20Figure_257.tif,Face
P20Figure_204.tif,Face
P20Figure_70.tif,Face
P20Figure_102.tif,Face
P20Figure_2.tif,Face
P20Figure_311.tif,Face
P20Figure_166.tif,Face
P20Figure_254.tif,Face
P20Figure_5.tif,Face
P20Figure_50.tif,Face
P20Figure_184.tif,Face
P20Figure_37.tif,Face
P20Figure_155.tif,Face
P20Figure_174.tif,Face
P20Figure_316.tif,Face
P20Figure_223.tif,Face
P20Figure_39.tif,Face
P20Figure_274.tif,Face
P20Figure_132.tif,Face
P20Figure_20.tif,Face
P20Figure_148.tif,Face
P20Figure_162.tif,Face
P20Figure_46.tif,Face
P20Figure_104.tif,Face
P20Figure_17.tif,Face
P20Figure_234.tif,Face
P20Figure_64.tif,Face
P20Figure_82.tif,Face
P20Figure_231.tif,Face
P20Figure_197.tif,Face
P20Figure_127.tif,Face
P20Figure_241.tif,Face
P20Figure_112.tif,Face
P20Figure_6.tif,Face
P20Figure_171.tif,Face
P20Figure_277.tif,Face
P20Figure_285.tif,Face
P20Figure_242.tif,Face
P20Figure_298.tif,Face
P20Figure_258.tif,Face
P20Figure_312.tif,Face
P20Figure_306.tif,Face
P20Figure_8.tif,Face
P20Figure_113.tif,Face
P20Figure_61.tif,Face
P20Figure_308.tif,Face
P20Figure_90.tif,Face
P20Figure_137.tif,Face
P20Figure_114.tif,Face
P20Figure_11.tif,Face
P20Figure_269.tif,Face
P20Figure_264.tif,Face
P20Figure_206.tif,Face
P20Figure_67.tif,Face
P20Figure_294.tif,Face
P20Figure_53.tif,Face
P20Figure_187.tif,Face
P20Figure_34.tif,Face
P20Figure_107.tif,Face
P20Figure_284.tif,Face
P20Figure_144.tif,Face
P20Figure_167.tif,Face
P20Figure_333.tif,Face
P20Figure_309.tif,Face
P20Figure_255.tif,Face
P20Figure_116.tif,Face
P20Figure_91.tif,Face
P20Figure_87.tif,Face
P20Figure_101.tif,Face
P20Figure_161.tif,Face
P20Figure_133.tif,Face
P20Figure_230.tif,Face
P20Figure_111.tif,Face
P20Figure_175.tif,Face
P20Figure_76.tif,Face
P20Figure_29.tif,Face
P20Figure_177.tif,Face
P20Figure_323.tif,Face
P20Figure_237.tif,Face
P20Figure_35.tif,Face
P20Figure_185.tif,Face
P20Figure_286.tif,Face
P20Figure_86.tif,Face
P20Figure_4.tif,Face
P20Figure_100.tif,Face
P20Figure_138.tif,Face
P20Figure_301.tif,Face
P20Figure_55.tif,Face
P20Figure_10.tif,Face
P20Figure_267.tif,noFace
P20Figure_152.tif,noFace
P20Figure_182.tif,noFace
P20Figure_325.tif,noFace
P20Figure_84.tif,noFace
P20Figure_221.tif,noFace
P20Figure_13.tif,noFace
P20Figure_124.tif,noFace
P20Figure_44.tif,noFace
P20Figure_128.tif,noFace
P20Figure_158.tif,noFace
P20Figure_71.tif,noFace
P20Figure_80.tif,noFace
P20Figure_7.tif,noFace
P20Figure_33.tif,noFace
P20Figure_142.tif,noFace
P20Figure_198.tif,noFace
P20Figure_320.tif,noFace
P20Figure_190.tif,noFace
P20Figure_42.tif,noFace
