picture,category
P05Figure_31.tif,Face
P05Figure_211.tif,Face
P05Figure_181.tif,Face
P05Figure_115.tif,Face
P05Figure_84.tif,Face
P05Figure_93.tif,Face
P05Figure_300.tif,Face
P05Figure_56.tif,Face
P05Figure_262.tif,Face
P05Figure_144.tif,Face
P05Figure_295.tif,Face
P05Figure_55.tif,Face
P05Figure_163.tif,Face
P05Figure_85.tif,Face
P05Figure_308.tif,Face
P05Figure_153.tif,Face
P05Figure_176.tif,Face
P05Figure_42.tif,Face
P05Figure_203.tif,Face
P05Figure_215.tif,Face
P05Figure_94.tif,Face
P05Figure_234.tif,Face
P05Figure_208.tif,Face
P05Figure_299.tif,Face
P05Figure_154.tif,Face
P05Figure_169.tif,Face
P05Figure_244.tif,Face
P05Figure_260.tif,Face
P05Figure_165.tif,Face
P05Figure_38.tif,Face
P05Figure_125.tif,Face
P05Figure_79.tif,Face
P05Figure_301.tif,Face
P05Figure_255.tif,Face
P05Figure_222.tif,Face
P05Figure_9.tif,Face
P05Figure_49.tif,Face
P05Figure_64.tif,Face
P05Figure_37.tif,Face
P05Figure_236.tif,Face
P05Figure_177.tif,Face
P05Figure_91.tif,Face
P05Figure_195.tif,Face
P05Figure_152.tif,Face
P05Figure_121.tif,Face
P05Figure_332.tif,Face
P05Figure_41.tif,Face
P05Figure_325.tif,Face
P05Figure_172.tif,Face
P05Figure_109.tif,Face
P05Figure_127.tif,Face
P05Figure_174.tif,Face
P05Figure_156.tif,Face
P05Figure_120.tif,Face
P05Figure_329.tif,Face
P05Figure_276.tif,Face
P05Figure_65.tif,Face
P05Figure_258.tif,Face
P05Figure_307.tif,Face
P05Figure_59.tif,Face
P05Figure_254.tif,Face
P05Figure_285.tif,Face
P05Figure_28.tif,Face
P05Figure_48.tif,Face
P05Figure_118.tif,Face
P05Figure_131.tif,Face
P05Figure_135.tif,Face
P05Figure_53.tif,Face
P05Figure_233.tif,Face
P05Figure_134.tif,Face
P05Figure_60.tif,Face
P05Figure_197.tif,Face
P05Figure_282.tif,Face
P05Figure_18.tif,Face
P05Figure_160.tif,Face
P05Figure_6.tif,Face
P05Figure_124.tif,Face
P05Figure_210.tif,Face
P05Figure_237.tif,Face
P05Figure_268.tif,Face
P05Figure_63.tif,Face
P05Figure_92.tif,Face
P05Figure_284.tif,Face
P05Figure_4.tif,Face
P05Figure_303.tif,Face
P05Figure_98.tif,Face
P05Figure_266.tif,Face
P05Figure_80.tif,Face
P05Figure_143.tif,Face
P05Figure_318.tif,Face
P05Figure_179.tif,Face
P05Figure_224.tif,Face
P05Figure_23.tif,Face
P05Figure_225.tif,Face
P05Figure_26.tif,Face
P05Figure_187.tif,Face
P05Figure_189.tif,Face
P05Figure_328.tif,Face
P05Figure_182.tif,Face
P05Figure_101.tif,Face
P05Figure_322.tif,Face
P05Figure_229.tif,Face
P05Figure_275.tif,Face
P05Figure_2.tif,Face
P05Figure_324.tif,Face
P05Figure_178.tif,Face
P05Figure_68.tif,Face
P05Figure_57.tif,Face
P05Figure_130.tif,Face
P05Figure_270.tif,Face
P05Figure_290.tif,Face
P05Figure_8.tif,Face
P05Figure_52.tif,Face
P05Figure_151.tif,Face
P05Figure_103.tif,Face
P05Figure_298.tif,Face
P05Figure_193.tif,Face
P05Figure_221.tif,noFace
P05Figure_116.tif,noFace
P05Figure_314.tif,noFace
P05Figure_35.tif,noFace
P05Figure_283.tif,noFace
P05Figure_205.tif,noFace
P05Figure_145.tif,noFace
P05Figure_128.tif,noFace
P05Figure_297.tif,noFace
P05Figure_100.tif,noFace
P05Figure_39.tif,noFace
P05Figure_302.tif,noFace
P05Figure_263.tif,noFace
P05Figure_171.tif,noFace
P05Figure_82.tif,noFace
P05Figure_5.tif,noFace
P05Figure_20.tif,noFace
P05Figure_331.tif,noFace
P05Figure_294.tif,noFace
P05Figure_220.tif,noFace
P05Figure_170.tif,noFace
P05Figure_138.tif,noFace
P05Figure_207.tif,noFace
P05Figure_66.tif,noFace
P05Figure_24.tif,noFace
P05Figure_241.tif,noFace
P05Figure_142.tif,noFace
P05Figure_327.tif,noFace
P05Figure_117.tif,noFace
P05Figure_110.tif,noFace
P05Figure_190.tif,noFace
P05Figure_226.tif,noFace
P05Figure_273.tif,noFace
P05Figure_74.tif,noFace
P05Figure_185.tif,noFace
P05Figure_139.tif,noFace
P05Figure_96.tif,noFace
P05Figure_90.tif,noFace
P05Figure_192.tif,noFace
P05Figure_113.tif,noFace
P05Figure_141.tif,noFace
P05Figure_112.tif,noFace
P05Figure_250.tif,noFace
P05Figure_61.tif,noFace
P05Figure_315.tif,noFace
P05Figure_173.tif,noFace
P05Figure_188.tif,noFace
P05Figure_281.tif,noFace
P05Figure_230.tif,noFace
P05Figure_47.tif,noFace
P05Figure_251.tif,noFace
P05Figure_264.tif,noFace
P05Figure_155.tif,noFace
P05Figure_186.tif,noFace
P05Figure_45.tif,noFace
P05Figure_321.tif,noFace
P05Figure_247.tif,noFace
P05Figure_140.tif,noFace
P05Figure_311.tif,noFace
P05Figure_162.tif,noFace
P05Figure_201.tif,noFace
P05Figure_194.tif,noFace
P05Figure_227.tif,noFace
P05Figure_75.tif,noFace
P05Figure_317.tif,noFace
P05Figure_319.tif,noFace
P05Figure_304.tif,noFace
P05Figure_16.tif,noFace
P05Figure_243.tif,noFace
P05Figure_333.tif,noFace
P05Figure_33.tif,noFace
P05Figure_256.tif,noFace
P05Figure_123.tif,noFace
P05Figure_78.tif,noFace
P05Figure_204.tif,noFace
P05Figure_105.tif,noFace
P05Figure_32.tif,noFace
P05Figure_76.tif,noFace
P05Figure_106.tif,noFace
P05Figure_108.tif,noFace
P05Figure_69.tif,noFace
P05Figure_1.tif,noFace
P05Figure_114.tif,noFace
P05Figure_46.tif,noFace
P05Figure_198.tif,noFace
P05Figure_97.tif,noFace
P05Figure_330.tif,noFace
P05Figure_89.tif,noFace
P05Figure_320.tif,noFace
P05Figure_34.tif,noFace
P05Figure_291.tif,noFace
P05Figure_296.tif,noFace
P05Figure_323.tif,noFace
P05Figure_306.tif,noFace
P05Figure_199.tif,noFace
P05Figure_286.tif,noFace
P05Figure_159.tif,noFace
P05Figure_164.tif,noFace
P05Figure_184.tif,noFace
P05Figure_261.tif,noFace
P05Figure_111.tif,noFace
P05Figure_246.tif,noFace
P05Figure_161.tif,noFace
P05Figure_73.tif,noFace
P05Figure_289.tif,noFace
P05Figure_267.tif,noFace
P05Figure_216.tif,noFace
P05Figure_67.tif,noFace
P05Figure_305.tif,noFace
P05Figure_232.tif,noFace
P05Figure_62.tif,noFace
P05Figure_14.tif,noFace
P05Figure_257.tif,noFace
P05Figure_25.tif,noFace
P05Figure_228.tif,noFace
P05Figure_95.tif,noFace
P05Figure_54.tif,noFace
P05Figure_107.tif,noFace
P05Figure_136.tif,noFace
P05Figure_22.tif,noFace
P05Figure_150.tif,noFace
P05Figure_71.tif,noFace
P05Figure_238.tif,noFace
P05Figure_58.tif,noFace
P05Figure_15.tif,noFace
P05Figure_200.tif,noFace
P05Figure_292.tif,noFace
P05Figure_217.tif,noFace
P05Figure_288.tif,noFace
P05Figure_248.tif,noFace
P05Figure_312.tif,noFace
P05Figure_309.tif,noFace
P05Figure_88.tif,noFace
P05Figure_249.tif,noFace
P05Figure_265.tif,noFace
P05Figure_269.tif,noFace
P05Figure_99.tif,noFace
P05Figure_70.tif,noFace
P05Figure_259.tif,noFace
P05Figure_223.tif,noFace
P05Figure_29.tif,noFace
P05Figure_129.tif,noFace
P05Figure_44.tif,noFace
P05Figure_202.tif,noFace
P05Figure_132.tif,noFace
P05Figure_77.tif,noFace
P05Figure_81.tif,noFace
P05Figure_271.tif,noFace
P05Figure_27.tif,noFace
P05Figure_12.tif,noFace
P05Figure_36.tif,noFace
P05Figure_293.tif,noFace
P05Figure_147.tif,noFace
P05Figure_209.tif,noFace
P05Figure_51.tif,noFace
P05Figure_253.tif,noFace
P05Figure_287.tif,noFace
P05Figure_149.tif,noFace
P05Figure_83.tif,noFace
P05Figure_280.tif,noFace
P05Figure_137.tif,noFace
P05Figure_272.tif,noFace
P05Figure_242.tif,noFace
P05Figure_245.tif,noFace
P05Figure_313.tif,noFace
P05Figure_13.tif,noFace
P05Figure_240.tif,noFace
P05Figure_231.tif,noFace
P05Figure_196.tif,noFace
P05Figure_126.tif,noFace
P05Figure_252.tif,noFace
P05Figure_278.tif,noFace
P05Figure_180.tif,noFace
P05Figure_50.tif,noFace
P05Figure_168.tif,noFace
P05Figure_206.tif,noFace
P05Figure_183.tif,noFace
P05Figure_279.tif,noFace
P05Figure_218.tif,noFace
P05Figure_40.tif,noFace
P05Figure_310.tif,noFace
P05Figure_11.tif,noFace
P05Figure_102.tif,noFace
P05Figure_239.tif,noFace
P05Figure_158.tif,noFace
P05Figure_104.tif,noFace
